date,time,item_name,transaction_type,own_cup,surcharge,customer_id,timestamp,hour,price,production_cost,item_type,drink_temperature,drink_type,gross_margin_pct,revenue,gross_margin,day_of_week,day_name,month,month_name,year,quarter,is_weekend,is_drink,is_merchandise,season,time_period,customer_visit_number,customer_total_spent,customer_avg_spend,is_morning,is_lunch,is_afternoon,week_of_year,day_of_year,post_surcharge,price_tier,margin_tier,product_category
2022-01-02,12:21:48,Iced Matcha Latte,Takeout,False,False,20890,2022-01-02 12:21:48,12,5.25,1.6,Drink,Cold,Tea,69.52380952380952,5.25,3.65,6,Sunday,1,January,2022,1,True,True,False,Winter,"Midday
(9-12)",2,10.0,5.0,False,True,False,52,2,0,High,High,Tea
2022-01-02,13:53:48,Cold Brew,Takeout,False,False,11904,2022-01-02 13:53:48,13,4.75,1.35,Drink,Cold,Coffee,71.57894736842105,4.75,3.4,6,Sunday,1,January,2022,1,True,True,False,Winter,"Afternoon
(12-15)",1,4.75,4.75,False,True,False,52,2,0,High,High,Coffee
2022-01-02,15:16:40,Iced Coffee,Dine-in,False,False,5900,2022-01-02 15:16:40,15,4.0,1.1,Drink,Cold,Coffee,72.5,4.0,2.9,6,Sunday,1,January,2022,1,True,True,False,Winter,"Afternoon
(12-15)",2,8.5,4.25,False,False,True,52,2,0,Low,Low,Coffee
2022-01-02,15:17:53,Americano,Takeout,True,False,24356,2022-01-02 15:17:53,15,3.5,1.0,Drink,Hot,Coffee,71.42857142857143,3.5,2.5,6,Sunday,1,January,2022,1,True,True,False,Winter,"Afternoon
(12-15)",2,7.5,3.75,False,False,True,52,2,0,Low,Low,Coffee
2022-01-02,15:26:48,Espresso,Takeout,True,False,11609,2022-01-02 15:26:48,15,3.0,0.8,Drink,Hot,Coffee,73.33333333333334,3.0,2.2,6,Sunday,1,January,2022,1,True,True,False,Winter,"Afternoon
(12-15)",1,3.0,3.0,False,False,True,52,2,0,Low,Low,Coffee
2022-01-02,15:41:22,Hot Chocolate,Dine-in,False,False,24899,2022-01-02 15:41:22,15,4.25,1.1,Drink,Hot,Other,74.11764705882354,4.25,3.15,6,Sunday,1,January,2022,1,True,True,False,Winter,"Afternoon
(12-15)",1,4.25,4.25,False,False,True,52,2,0,Medium,Medium,Other_Drink
2022-01-02,15:57:41,Chai Latte,Takeout,True,False,4741,2022-01-02 15:57:41,15,4.9,1.5,Drink,Hot,Tea,69.38775510204081,4.9,3.4000000000000004,6,Sunday,1,January,2022,1,True,True,False,Winter,"Afternoon
(12-15)",1,4.9,4.9,False,False,True,52,2,0,High,High,Tea
2022-01-02,15:58:30,Iced Coffee,Dine-in,True,False,7772,2022-01-02 15:58:30,15,4.0,1.1,Drink,Cold,Coffee,72.5,4.0,2.9,6,Sunday,1,January,2022,1,True,True,False,Winter,"Afternoon
(12-15)",1,4.0,4.0,False,False,True,52,2,0,Low,Low,Coffee
2022-01-03,07:18:11,Flat White,Dine-in,False,False,15600,2022-01-03 07:18:11,7,4.75,1.25,Drink,Hot,Coffee,73.68421052631578,4.75,3.5,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.75,4.75,True,False,False,1,3,0,High,High,Coffee
2022-01-03,07:18:28,Espresso,Dine-in,False,False,10437,2022-01-03 07:18:28,7,3.0,0.8,Drink,Hot,Coffee,73.33333333333334,3.0,2.2,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,3.0,3.0,True,False,False,1,3,0,Low,Low,Coffee
2022-01-03,07:19:59,Espresso,Takeout,False,False,28495,2022-01-03 07:19:59,7,3.0,0.8,Drink,Hot,Coffee,73.33333333333334,3.0,2.2,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,3.0,3.0,True,False,False,1,3,0,Low,Low,Coffee
2022-01-03,07:19:59,Espresso,Takeout,False,False,28495,2022-01-03 07:19:59,7,3.0,0.8,Drink,Hot,Coffee,73.33333333333334,3.0,2.2,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,15.0,7.5,True,False,False,1,3,0,Low,Low,Coffee
2022-01-03,07:19:59,Tote Bag,Takeout,,False,28495,2022-01-03 07:19:59,7,12.0,4.0,Merchandise,,,66.66666666666666,12.0,8.0,0,Monday,1,January,2022,1,False,False,True,Winter,"Morning
(6-9)",2,3.0,3.0,True,False,False,1,3,0,Premium,Premium,Merchandise
2022-01-03,07:19:59,Tote Bag,Takeout,,False,28495,2022-01-03 07:19:59,7,12.0,4.0,Merchandise,,,66.66666666666666,12.0,8.0,0,Monday,1,January,2022,1,False,False,True,Winter,"Morning
(6-9)",2,15.0,7.5,True,False,False,1,3,0,Premium,Premium,Merchandise
2022-01-03,07:28:03,Matcha Latte,Takeout,True,False,844,2022-01-03 07:28:03,7,5.25,1.6,Drink,Hot,Tea,69.52380952380952,5.25,3.65,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,5.25,5.25,True,False,False,1,3,0,High,High,Tea
2022-01-03,07:35:19,Iced Matcha Latte,Dine-in,True,False,2058,2022-01-03 07:35:19,7,5.25,1.6,Drink,Cold,Tea,69.52380952380952,5.25,3.65,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,5.25,5.25,True,False,False,1,3,0,High,High,Tea
2022-01-03,07:44:01,Mocha,Takeout,True,False,23838,2022-01-03 07:44:01,7,4.8,1.4,Drink,Hot,Coffee,70.83333333333334,4.8,3.4,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.8,4.8,True,False,False,1,3,0,High,High,Coffee
2022-01-03,08:07:40,Latte,Dine-in,True,False,21460,2022-01-03 08:07:40,8,4.5,1.2,Drink,Hot,Coffee,73.33333333333333,4.5,3.3,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.5,4.5,True,False,False,1,3,0,Medium,Medium,Coffee
2022-01-03,08:30:38,Iced Coffee,Takeout,True,False,22643,2022-01-03 08:30:38,8,4.0,1.1,Drink,Cold,Coffee,72.5,4.0,2.9,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",2,9.25,4.625,True,False,False,1,3,0,Low,Low,Coffee
2022-01-03,08:45:28,Iced Latte,Takeout,False,False,19217,2022-01-03 08:45:28,8,4.6,1.25,Drink,Cold,Coffee,72.82608695652173,4.6,3.3499999999999996,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.6,4.6,True,False,False,1,3,0,Medium,Medium,Coffee
2022-01-03,08:54:35,Hot Chocolate,Dine-in,False,False,24090,2022-01-03 08:54:35,8,4.25,1.1,Drink,Hot,Other,74.11764705882354,4.25,3.15,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.25,4.25,True,False,False,1,3,0,Medium,Medium,Other_Drink
2022-01-03,09:10:25,Cold Brew,Dine-in,False,False,4942,2022-01-03 09:10:25,9,4.75,1.35,Drink,Cold,Coffee,71.57894736842105,4.75,3.4,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",2,9.5,4.75,True,False,False,1,3,0,High,High,Coffee
2022-01-03,09:31:45,Green Tea,Takeout,False,False,2152,2022-01-03 09:31:45,9,2.9,0.2,Drink,Hot,Tea,93.10344827586206,2.9,2.6999999999999997,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,2.9,2.9,True,False,False,1,3,0,Low,Low,Tea
2022-01-03,09:33:20,Iced Latte,Takeout,False,False,15009,2022-01-03 09:33:20,9,4.6,1.25,Drink,Cold,Coffee,72.82608695652173,4.6,3.3499999999999996,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.6,4.6,True,False,False,1,3,0,Medium,Medium,Coffee
2022-01-03,09:35:56,Matcha Latte,Takeout,False,False,13874,2022-01-03 09:35:56,9,5.25,1.6,Drink,Hot,Tea,69.52380952380952,5.25,3.65,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,5.25,5.25,True,False,False,1,3,0,High,High,Tea
2022-01-03,09:42:56,Mocha,Takeout,False,False,2386,2022-01-03 09:42:56,9,4.8,1.4,Drink,Hot,Coffee,70.83333333333334,4.8,3.4,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.8,4.8,True,False,False,1,3,0,High,High,Coffee
2022-01-03,09:51:27,Cold Brew,Takeout,False,False,18085,2022-01-03 09:51:27,9,4.75,1.35,Drink,Cold,Coffee,71.57894736842105,4.75,3.4,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.75,4.75,True,False,False,1,3,0,High,High,Coffee
2022-01-03,09:53:50,Latte,Takeout,False,False,19553,2022-01-03 09:53:50,9,4.5,1.2,Drink,Hot,Coffee,73.33333333333333,4.5,3.3,0,Monday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.5,4.5,True,False,False,1,3,0,Medium,Medium,Coffee
2022-01-03,10:13:03,Americano,Takeout,False,False,25702,2022-01-03 10:13:03,10,3.5,1.0,Drink,Hot,Coffee,71.42857142857143,3.5,2.5,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",3,12.9,4.3,True,False,False,1,3,0,Low,Low,Coffee
2022-01-03,10:19:05,Iced Matcha Latte,Takeout,False,False,17983,2022-01-03 10:19:05,10,5.25,1.6,Drink,Cold,Tea,69.52380952380952,5.25,3.65,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",1,5.25,5.25,True,False,False,1,3,0,High,High,Tea
2022-01-03,11:16:40,Iced Matcha Latte,Takeout,False,False,8877,2022-01-03 11:16:40,11,5.25,1.6,Drink,Cold,Tea,69.52380952380952,5.25,3.65,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",1,5.25,5.25,True,False,False,1,3,0,High,High,Tea
2022-01-03,11:21:57,Chai Latte,Takeout,False,False,20890,2022-01-03 11:21:57,11,4.9,1.5,Drink,Hot,Tea,69.38775510204081,4.9,3.4000000000000004,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",3,14.9,4.966666666666667,True,False,False,1,3,0,High,High,Tea
2022-01-03,11:27:03,Green Tea,Takeout,True,False,8044,2022-01-03 11:27:03,11,2.9,0.2,Drink,Hot,Tea,93.10344827586206,2.9,2.6999999999999997,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",1,2.9,2.9,True,False,False,1,3,0,Low,Low,Tea
2022-01-03,11:28:40,Hot Chocolate,Takeout,True,False,7467,2022-01-03 11:28:40,11,4.25,1.1,Drink,Hot,Other,74.11764705882354,4.25,3.15,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",1,4.25,4.25,True,False,False,1,3,0,Medium,Medium,Other_Drink
2022-01-03,11:34:55,Latte,Takeout,True,False,25264,2022-01-03 11:34:55,11,4.5,1.2,Drink,Hot,Coffee,73.33333333333333,4.5,3.3,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",1,4.5,4.5,True,False,False,1,3,0,Medium,Medium,Coffee
2022-01-03,11:34:58,Iced Coffee,Takeout,False,False,19596,2022-01-03 11:34:58,11,4.0,1.1,Drink,Cold,Coffee,72.5,4.0,2.9,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",1,4.0,4.0,True,False,False,1,3,0,Low,Low,Coffee
2022-01-03,12:09:20,Iced Coffee,Takeout,True,False,19533,2022-01-03 12:09:20,12,4.0,1.1,Drink,Cold,Coffee,72.5,4.0,2.9,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",1,4.0,4.0,False,True,False,1,3,0,Low,Low,Coffee
2022-01-03,12:15:02,Chai Latte,Dine-in,False,False,15371,2022-01-03 12:15:02,12,4.9,1.5,Drink,Hot,Tea,69.38775510204081,4.9,3.4000000000000004,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",1,4.9,4.9,False,True,False,1,3,0,High,High,Tea
2022-01-03,12:41:20,Flat White,Takeout,False,False,25413,2022-01-03 12:41:20,12,4.75,1.25,Drink,Hot,Coffee,73.68421052631578,4.75,3.5,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",1,4.75,4.75,False,True,False,1,3,0,High,High,Coffee
2022-01-03,12:44:08,Latte,Dine-in,False,False,14685,2022-01-03 12:44:08,12,4.5,1.2,Drink,Hot,Coffee,73.33333333333333,4.5,3.3,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",1,4.5,4.5,False,True,False,1,3,0,Medium,Medium,Coffee
2022-01-03,12:44:24,Green Tea,Takeout,True,False,24135,2022-01-03 12:44:24,12,2.9,0.2,Drink,Hot,Tea,93.10344827586206,2.9,2.6999999999999997,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",1,2.9,2.9,False,True,False,1,3,0,Low,Low,Tea
2022-01-03,12:56:55,Green Tea,Takeout,False,False,21690,2022-01-03 12:56:55,12,2.9,0.2,Drink,Hot,Tea,93.10344827586206,2.9,2.6999999999999997,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",1,2.9,2.9,False,True,False,1,3,0,Low,Low,Tea
2022-01-03,12:57:21,Matcha Latte,Dine-in,False,False,19819,2022-01-03 12:57:21,12,5.25,1.6,Drink,Hot,Tea,69.52380952380952,5.25,3.65,0,Monday,1,January,2022,1,False,True,False,Winter,"Midday
(9-12)",1,5.25,5.25,False,True,False,1,3,0,High,High,Tea
2022-01-03,13:05:00,Matcha Latte,Dine-in,False,False,19453,2022-01-03 13:05:00,13,5.25,1.6,Drink,Hot,Tea,69.52380952380952,5.25,3.65,0,Monday,1,January,2022,1,False,True,False,Winter,"Afternoon
(12-15)",1,5.25,5.25,False,True,False,1,3,0,High,High,Tea
2022-01-03,15:04:13,Flat White,Takeout,False,False,23538,2022-01-03 15:04:13,15,4.75,1.25,Drink,Hot,Coffee,73.68421052631578,4.75,3.5,0,Monday,1,January,2022,1,False,True,False,Winter,"Afternoon
(12-15)",1,4.75,4.75,False,False,True,1,3,0,High,High,Coffee
2022-01-03,15:24:22,Iced Coffee,Dine-in,True,False,7882,2022-01-03 15:24:22,15,4.0,1.1,Drink,Cold,Coffee,72.5,4.0,2.9,0,Monday,1,January,2022,1,False,True,False,Winter,"Afternoon
(12-15)",1,4.0,4.0,False,False,True,1,3,0,Low,Low,Coffee
2022-01-04,07:00:15,Mocha,Dine-in,True,False,28615,2022-01-04 07:00:15,7,4.8,1.4,Drink,Hot,Coffee,70.83333333333334,4.8,3.4,1,Tuesday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.8,4.8,True,False,False,1,4,0,High,High,Coffee
2022-01-04,07:22:31,Cappuccino,Dine-in,True,False,29566,2022-01-04 07:22:31,7,4.25,1.15,Drink,Hot,Coffee,72.94117647058825,4.25,3.1,1,Tuesday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.25,4.25,True,False,False,1,4,0,Medium,Medium,Coffee
2022-01-04,07:37:26,Flat White,Takeout,False,False,2409,2022-01-04 07:37:26,7,4.75,1.25,Drink,Hot,Coffee,73.68421052631578,4.75,3.5,1,Tuesday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.75,4.75,True,False,False,1,4,0,High,High,Coffee
2022-01-04,07:44:32,Iced Matcha Latte,Dine-in,False,False,29154,2022-01-04 07:44:32,7,5.25,1.6,Drink,Cold,Tea,69.52380952380952,5.25,3.65,1,Tuesday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,5.25,5.25,True,False,False,1,4,0,High,High,Tea
2022-01-04,08:04:35,Matcha Latte,Takeout,False,False,3760,2022-01-04 08:04:35,8,5.25,1.6,Drink,Hot,Tea,69.52380952380952,5.25,3.65,1,Tuesday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",2,9.85,4.925,True,False,False,1,4,0,High,High,Tea
2022-01-04,08:21:44,Latte,Takeout,False,False,25059,2022-01-04 08:21:44,8,4.5,1.2,Drink,Hot,Coffee,73.33333333333333,4.5,3.3,1,Tuesday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.5,4.5,True,False,False,1,4,0,Medium,Medium,Coffee
2022-01-04,08:33:57,Hot Chocolate,Dine-in,False,False,12762,2022-01-04 08:33:57,8,4.25,1.1,Drink,Hot,Other,74.11764705882354,4.25,3.15,1,Tuesday,1,January,2022,1,False,True,False,Winter,"Morning
(6-9)",1,4.25,4.25,True,False,False,1,4,0,Medium,Medium,Other_Drink
